quarter,year,quarter_num,lon,lat,spatial_block_id,ndvi,ndbi,albedo,mndwi,dem,slope,sky_view_factor,building_height,building_fraction,roughness_length,temp_2m,dewpoint_2m,wind_speed_10m,solar_radiation,vapor_pressure_deficit,dist_to_coast,dist_to_water,dist_to_greenspace,lst_celsius
2024_Q4,2024,4,73.01999,19.0011,block_3_1,0.2177,0.0315,0.1919,-0.3764,12.9,1.54,0.874,7.04,16.73,0.05,26.7,24.1,1.6,491.0,1.518,24.152,5.54,6.3,31.69
2024_Q4,2024,4,72.92329,19.32487,block_2_3,0.1467,-0.0181,0.1769,-0.4844,127.0,11.42,0.832,8.28,22.67,0.089,26.32,23.02,1.76,538.2,1.279,15.018,9.88,11.72,32.89
2024_Q4,2024,4,73.10775,19.38312,block_4_3,0.2562,-0.0513,0.1661,-0.3691,8.3,4.88,0.798,8.99,27.62,0.087,28.73,24.29,1.47,535.2,1.37,34.57,22.54,27.55,34.8
2024_Q4,2024,4,72.67031,18.87852,block_0_0,0.2013,-0.1485,0.1895,0.5793,12.8,5.29,0.914,4.34,11.55,0.05,26.94,22.06,3.76,592.5,1.115,0.0,0.0,33.27,30.12
2024_Q4,2024,4,73.08417,18.99813,block_4_1,0.2433,-0.0864,0.2104,-0.4287,10.4,0.9,0.935,3.63,8.6,0.05,29.52,25.81,2.43,522.7,1.436,30.882,10.93,13.04,34.33
2024_Q4,2024,4,73.02727,19.46185,block_3_4,0.1263,-0.0587,0.1459,-0.3988,13.5,4.05,0.846,7.15,20.94,0.061,29.37,25.59,1.87,579.7,1.534,26.368,24.13,29.54,36.76
2024_Q4,2024,4,72.93708,19.40252,block_2_3,0.2005,-0.1051,0.1849,-0.3689,21.7,2.38,0.941,4.37,7.43,0.05,24.65,19.92,2.27,466.9,0.992,16.711,15.18,18.35,29.05
2024_Q4,2024,4,73.07589,19.07301,block_3_1,0.1711,-0.0504,0.1799,-0.4378,17.4,13.6,0.805,9.48,26.4,0.091,26.03,21.5,1.17,549.1,0.948,30.248,12.2,14.62,32.95
2024_Q4,2024,4,72.90641,19.32661,block_2_3,0.1263,-0.0975,0.1566,-0.4151,116.4,9.53,0.887,5.25,15.38,0.066,26.77,23.12,2.37,482.1,1.313,13.252,9.75,11.56,31.6
2024_Q4,2024,4,72.66446,19.20958,block_0_2,0.1521,-0.0987,0.1911,0.4439,11.0,2.28,0.88,8.45,15.25,0.079,27.35,22.74,3.32,491.9,1.299,0.0,0.0,17.42,30.22
2024_Q4,2024,4,72.6523,19.08264,block_0_1,0.2389,-0.1742,0.2031,0.5786,13.8,1.8,0.962,3.0,4.67,0.05,26.84,22.78,2.12,466.5,1.178,0.0,0.0,25.05,27.79
2024_Q4,2024,4,72.93608,19.54858,block_2_4,0.2304,-0.1574,0.175,-0.3468,13.3,2.2,0.879,7.86,15.54,0.078,27.44,24.64,1.3,527.9,1.224,17.067,17.07,31.07,33.68
2024_Q4,2024,4,73.13441,18.94226,block_4_0,0.0584,-0.0148,0.1677,-0.3664,11.5,1.41,0.74,14.1,34.65,0.125,26.2,23.61,0.88,567.2,0.906,35.981,16.02,19.4,35.11
2024_Q4,2024,4,72.71209,19.5337,block_1_4,0.3234,-0.1989,0.1916,0.4833,11.5,1.29,0.974,3.0,2.78,0.05,27.0,22.45,3.09,522.9,1.236,0.0,0.0,27.53,28.32
2024_Q4,2024,4,72.86912,19.19331,block_2_2,0.2566,-0.1516,0.1574,-0.3069,168.4,13.95,0.892,5.5,14.49,0.059,26.39,21.85,2.11,534.9,1.225,8.916,4.45,4.94,29.72
2024_Q4,2024,4,72.99684,19.36156,block_3_3,0.1698,-0.1145,0.1262,-0.4399,21.2,3.31,0.89,4.92,14.96,0.05,25.79,22.97,2.03,556.7,1.147,22.857,15.04,18.17,31.77
2024_Q4,2024,4,72.86241,19.01066,block_2_1,0.2242,-0.0546,0.1687,-0.418,14.2,1.74,0.8,9.57,27.13,0.087,27.14,23.1,2.48,448.6,1.239,7.636,7.64,10.32,30.53
2024_Q4,2024,4,72.7955,19.3371,block_1_3,0.2288,0.0337,0.1662,-0.6488,10.2,2.56,0.833,7.7,22.76,0.061,25.46,21.04,2.34,559.3,0.943,1.639,1.64,4.15,30.98
2024_Q4,2024,4,73.14819,19.3157,block_4_3,0.1677,-0.1051,0.1681,-0.4112,10.0,1.84,0.898,4.89,13.75,0.05,27.17,22.94,1.37,540.2,1.14,38.605,22.24,27.17,33.23
2024_Q4,2024,4,72.6651,19.08018,block_0_1,0.0863,0.0063,0.1946,0.446,13.8,3.18,0.852,6.43,20.34,0.066,27.18,24.07,2.6,557.3,1.637,0.0,0.0,23.86,31.92
2024_Q4,2024,4,73.05348,19.54182,block_3_4,0.157,-0.141,0.1972,-0.2511,13.8,6.0,0.903,5.26,12.84,0.065,27.4,23.2,1.18,527.9,0.9,29.372,29.37,37.8,33.52
2024_Q4,2024,4,72.66552,18.91868,block_0_0,0.1126,-0.0258,0.1444,0.5237,13.0,1.47,0.876,7.49,16.26,0.077,27.65,25.97,2.25,524.4,1.244,0.0,0.0,32.21,32.57
2024_Q4,2024,4,72.94657,19.46317,block_2_4,0.2545,-0.1535,0.1509,-0.4071,14.6,1.61,0.897,7.56,12.97,0.062,27.59,23.97,1.27,458.5,1.364,17.898,17.9,23.77,32.35
2024_Q4,2024,4,73.07416,19.5414,block_3_4,0.0857,0.0268,0.2011,-0.4041,11.0,1.22,0.855,6.57,19.74,0.05,26.88,22.54,1.05,446.0,1.133,31.542,31.54,39.33,32.57
2024_Q4,2024,4,73.05027,18.98303,block_3_1,0.2184,0.0349,0.1489,-0.4548,13.5,1.46,0.818,13.27,22.94,0.146,25.82,20.74,1.34,504.3,1.277,27.275,8.23,9.66,32.37
2024_Q4,2024,4,72.85828,19.16573,block_2_2,0.6635,-0.3071,0.1849,-0.3185,91.1,9.27,0.98,3.0,2.0,0.05,28.26,23.95,1.96,553.3,1.302,7.691,2.8,2.87,29.12
2024_Q4,2024,4,72.70388,19.08884,block_0_1,0.2425,-0.1145,0.174,0.4701,14.3,2.67,0.919,3.0,11.27,0.05,25.14,20.71,3.43,529.7,1.183,0.0,0.0,19.7,27.99
2024_Q4,2024,4,73.10306,19.16862,block_4_2,0.2171,-0.1193,0.1618,-0.351,11.0,4.79,0.887,5.6,15.3,0.075,27.06,23.22,1.79,502.2,1.149,33.403,17.35,21.06,33.29
2024_Q4,2024,4,73.13217,19.24664,block_4_2,0.2163,-0.0306,0.1911,-0.5111,10.7,2.52,0.832,6.78,23.27,0.064,25.05,21.55,2.69,560.8,1.131,36.705,19.31,23.51,31.09
2024_Q4,2024,4,72.93556,19.12978,block_2_2,0.141,-0.0122,0.1569,-0.5172,105.7,9.97,0.924,3.4,10.42,0.05,26.5,21.72,2.07,547.7,1.126,15.692,5.5,6.25,32.4
2024_Q4,2024,4,72.77297,18.85277,block_1_0,0.1059,-0.0261,0.1994,0.492,10.2,3.16,0.812,8.37,25.71,0.102,26.88,22.92,2.96,463.1,1.21,0.0,0.0,25.55,31.14
2024_Q4,2024,4,73.06006,19.3571,block_3_3,0.1296,-0.0175,0.2036,-0.4189,11.7,2.95,0.803,11.17,25.94,0.138,24.57,21.48,1.23,502.8,1.255,29.482,18.03,21.91,31.43
2024_Q4,2024,4,72.7553,19.00336,block_1_1,0.2675,-0.0957,0.1914,0.4887,13.7,6.89,0.866,8.92,17.12,0.07,27.83,22.77,3.26,525.3,1.084,0.0,0.0,20.89,30.19
2024_Q4,2024,4,72.81847,19.07953,block_1_1,0.168,-0.0737,0.1378,-0.4702,12.7,9.08,0.892,6.77,14.05,0.07,27.74,23.01,2.56,535.6,1.264,3.239,3.24,10.15,31.75
2024_Q4,2024,4,73.12242,19.42916,block_4_3,0.2172,-0.0827,0.1583,-0.4884,14.9,1.84,0.815,9.46,24.8,0.073,27.12,22.98,1.13,560.9,1.288,36.256,26.25,32.19,33.77
2024_Q4,2024,4,72.97846,18.87146,block_3_0,0.15,0.0058,0.1609,-0.4,9.9,2.28,0.829,6.83,23.61,0.087,27.1,22.66,2.38,562.9,1.119,19.384,12.02,14.4,33.36
2024_Q4,2024,4,72.72448,19.49577,block_1_4,0.2347,-0.0641,0.1693,0.4852,13.5,3.06,0.913,4.5,11.64,0.05,28.03,23.88,2.71,497.5,1.193,0.0,0.0,23.13,30.43
2024_Q4,2024,4,72.91267,19.33368,block_2_3,0.1506,-0.1022,0.1867,-0.3741,98.3,11.19,0.875,6.97,16.59,0.092,28.01,24.38,2.18,529.5,1.4,13.932,10.43,12.41,33.05
2024_Q4,2024,4,73.11208,19.13338,block_4_2,0.1,-0.0595,0.1938,-0.3716,10.1,7.96,0.845,5.8,21.62,0.089,27.93,24.75,2.33,490.8,1.381,34.238,17.92,21.78,34.1
2024_Q4,2024,4,73.14281,19.38755,block_4_3,0.3374,-0.1286,0.183,-0.4529,13.8,3.35,0.942,3.0,7.76,0.05,24.33,20.54,0.97,488.8,1.21,38.266,25.08,30.72,28.58
2024_Q4,2024,4,72.83831,19.12376,block_2_2,0.0424,0.3381,0.1299,-0.5688,26.6,5.1,0.578,24.16,55.66,0.264,27.32,22.22,2.69,517.5,1.253,5.463,4.71,5.26,36.45
2024_Q4,2024,4,73.02568,19.47235,block_3_4,0.1164,-0.0513,0.1912,-0.3499,15.0,2.34,0.868,9.91,16.48,0.102,27.78,24.17,1.88,524.5,1.197,26.234,24.86,30.45,34.99
2024_Q4,2024,4,72.81563,19.25156,block_1_2,0.1046,-0.0381,0.152,-0.4452,35.2,4.65,0.893,7.81,13.38,0.083,28.62,24.69,2.75,517.0,1.433,3.484,3.48,5.62,31.81
2024_Q4,2024,4,72.71022,19.16871,block_1_2,0.1733,-0.072,0.1709,0.5045,15.1,2.67,0.901,4.85,13.3,0.05,26.87,23.22,1.78,550.8,0.869,0.0,0.0,17.36,30.29
2024_Q4,2024,4,72.64207,19.06023,block_0_1,0.2338,-0.0977,0.1628,0.3116,14.7,6.06,0.85,9.41,19.39,0.105,26.0,22.56,2.73,556.3,1.013,0.0,0.0,26.9,30.72
2024_Q4,2024,4,73.06692,19.53661,block_3_4,0.2625,-0.073,0.181,-0.4309,6.8,4.41,0.892,3.46,15.35,0.05,26.16,21.95,1.54,493.7,1.473,30.767,30.77,38.41,31.5
2024_Q4,2024,4,73.08608,18.99011,block_4_1,0.1473,-0.1015,0.1692,-0.3459,10.4,1.94,0.882,7.16,15.44,0.07,26.93,23.12,1.17,518.9,1.27,31.057,11.12,13.28,32.57
2024_Q4,2024,4,73.04057,18.86442,block_3_0,0.1774,-0.0811,0.1714,-0.3955,9.0,2.19,0.944,3.51,7.23,0.05,27.08,22.8,2.49,513.1,1.238,25.883,14.31,17.26,32.52
2024_Q4,2024,4,73.13213,19.33975,block_4_3,0.1669,-0.037,0.1387,-0.4294,8.1,3.94,0.89,3.01,15.82,0.05,27.76,24.85,1.07,586.2,1.41,36.994,21.98,26.85,35.26
2024_Q4,2024,4,72.88122,19.30485,block_2_3,0.1547,-0.0402,0.1631,-0.4964,132.0,13.21,0.892,3.0,15.49,0.05,25.75,21.25,1.89,559.8,0.816,10.538,7.33,8.54,31.21
2024_Q4,2024,4,72.70956,19.39704,block_1_3,0.2372,-0.1403,0.225,0.4979,9.4,1.83,0.923,3.0,10.72,0.062,26.8,23.25,3.9,564.1,1.064,0.0,0.0,14.36,29.01
2024_Q4,2024,4,72.96275,18.94034,block_3_0,0.2312,-0.0833,0.1797,-0.4016,14.1,1.93,0.907,4.26,12.69,0.05,26.05,21.06,2.42,460.7,1.148,17.951,5.8,6.63,29.73
2024_Q4,2024,4,72.84612,19.12758,block_2_2,0.1495,0.1127,0.1826,-0.543,31.4,3.91,0.723,18.23,35.58,0.203,26.77,23.95,2.42,556.7,1.432,6.295,3.97,4.34,33.45
2024_Q4,2024,4,73.02788,19.4835,block_3_4,0.2592,-0.1416,0.1417,-0.3995,12.9,7.21,0.935,3.0,8.81,0.05,28.63,24.79,2.22,538.2,1.489,26.5,25.64,31.42,33.51
2024_Q4,2024,4,73.09551,18.89058,block_4_0,0.1365,-0.0298,0.1955,-0.4857,8.0,0.89,0.925,4.28,9.91,0.083,30.51,26.35,1.86,487.6,1.444,31.734,15.47,18.71,36.37
2024_Q4,2024,4,72.96209,18.97442,block_3_1,0.5719,-0.2541,0.1854,-0.4062,15.7,8.27,0.96,3.0,4.94,0.069,26.28,23.46,2.52,515.5,1.101,17.989,2.78,2.85,28.91
2024_Q4,2024,4,72.72197,19.18346,block_1_2,0.1532,-0.0529,0.1677,0.4197,10.9,1.48,0.834,8.13,22.41,0.088,26.49,22.89,2.05,514.8,1.042,0.0,0.0,15.31,31.02
2024_Q4,2024,4,72.658,18.93036,block_0_0,0.2964,-0.0933,0.1946,0.3692,11.6,7.7,0.948,5.5,5.94,0.081,24.1,18.98,1.43,603.1,1.09,0.0,0.0,32.64,28.25
2024_Q4,2024,4,72.95881,18.89912,block_3_0,0.0361,-0.0003,0.1699,-0.3933,11.0,1.98,0.863,5.05,19.19,0.05,26.17,23.22,1.42,514.5,1.308,17.407,9.46,11.2,34.4
2024_Q4,2024,4,72.81185,18.934,block_1_0,0.1753,-0.0018,0.1465,-0.4077,16.4,3.12,0.832,7.27,23.07,0.103,28.91,25.98,2.99,502.3,1.246,2.086,2.09,17.19,33.65
2024_Q4,2024,4,72.886,19.47282,block_2_4,0.2701,-0.0951,0.1979,-0.4822,15.7,3.84,0.946,3.0,7.19,0.05,27.72,21.81,2.58,456.7,1.156,11.569,11.57,21.2,30.66
2024_Q4,2024,4,72.71145,19.46458,block_1_4,0.1202,0.0027,0.1665,0.4629,12.7,8.33,0.868,3.12,19.05,0.05,28.01,24.26,3.17,589.7,1.441,0.0,0.0,20.5,33.17
2024_Q4,2024,4,73.00887,19.20591,block_3_2,0.1667,0.0376,0.1608,-0.4663,61.7,6.93,0.803,9.85,26.58,0.084,28.18,23.89,1.78,570.4,1.43,23.63,8.9,10.5,35.98
2024_Q4,2024,4,73.12732,19.48816,block_4_4,0.1535,-0.0183,0.1718,-0.4317,10.1,1.4,0.869,5.82,17.86,0.06,27.92,24.53,0.5,552.6,1.129,36.956,30.51,37.51,35.31
2024_Q4,2024,4,72.70704,18.97465,block_1_1,0.1571,-0.0118,0.1847,0.5319,10.4,3.09,0.8,10.97,26.47,0.099,27.31,22.53,3.4,549.8,1.338,0.0,0.0,26.62,31.51
2024_Q4,2024,4,72.82172,18.88513,block_1_0,0.1032,-0.021,0.1835,-0.4312,6.6,0.7,0.841,8.8,21.09,0.05,23.72,20.19,2.54,509.5,0.949,2.969,2.97,19.32,28.72
2024_Q4,2024,4,73.01,19.32311,block_3_3,0.1664,-0.0536,0.197,-0.4241,29.2,3.35,0.937,3.0,8.6,0.05,26.73,22.65,1.74,482.2,1.097,24.118,12.92,15.53,32.4
2024_Q4,2024,4,72.70427,19.2512,block_0_2,0.2301,-0.03,0.17,0.4053,12.9,4.14,0.867,4.93,18.53,0.08,29.31,25.78,3.61,516.8,1.441,0.0,0.0,11.42,32.72
2024_Q4,2024,4,72.96068,19.15791,block_3_2,0.1581,-0.0062,0.1518,-0.3849,132.5,11.19,0.811,11.06,24.85,0.072,25.09,20.85,2.89,590.6,1.083,18.419,7.32,8.52,32.0
2024_Q4,2024,4,72.97412,19.339,block_3_3,0.103,-0.0526,0.1836,-0.5332,49.3,6.05,0.821,9.31,23.89,0.055,26.91,22.63,1.53,535.0,1.039,20.4,12.36,14.83,33.73
2024_Q4,2024,4,72.91069,19.41552,block_2_3,0.0498,-0.0148,0.1718,-0.3838,15.4,3.79,0.807,11.99,25.08,0.124,25.49,22.62,2.31,585.7,1.216,13.982,13.98,17.31,32.66
2024_Q4,2024,4,72.72251,18.91707,block_1_0,0.25,-0.0961,0.1982,0.5045,12.4,3.1,0.977,3.0,2.33,0.071,27.52,22.45,1.86,525.6,1.211,0.0,0.0,26.58,30.02
2024_Q4,2024,4,72.96953,19.49478,block_3_4,0.2474,-0.0625,0.1296,-0.3736,14.4,4.31,0.853,6.33,20.24,0.073,25.2,22.49,1.29,495.1,0.939,20.409,20.41,28.01,30.96
2024_Q4,2024,4,73.06012,19.00739,block_3_1,0.1855,-0.0325,0.1693,-0.4821,9.9,1.49,0.832,10.29,21.95,0.094,27.73,23.84,1.93,527.8,1.192,28.385,8.93,10.54,34.23
2024_Q4,2024,4,72.70661,19.22727,block_0_2,0.2141,-0.0662,0.176,0.4811,8.0,1.74,0.896,6.57,13.42,0.05,24.91,22.53,3.17,497.7,0.84,0.0,0.0,12.7,27.55
2024_Q4,2024,4,72.72326,18.88455,block_1_0,0.1425,-0.0537,0.1738,0.4473,15.4,4.66,0.848,7.66,20.39,0.063,26.13,20.9,2.77,524.4,1.103,0.0,0.0,27.97,30.45
2024_Q4,2024,4,72.9017,19.26512,block_2_2,0.1277,-0.0384,0.1471,-0.437,290.4,30.64,0.855,7.61,19.43,0.092,24.82,20.72,2.1,508.6,1.034,12.563,4.56,5.08,28.52
2024_Q4,2024,4,73.01584,18.86913,block_3_0,0.2706,-0.1741,0.1614,-0.4455,13.7,4.02,0.867,8.49,17.17,0.087,26.58,23.17,1.37,536.3,1.041,23.301,13.04,15.67,32.29
2024_Q4,2024,4,72.97379,19.05709,block_3_1,0.0873,0.0212,0.1868,-0.3905,13.4,1.62,0.818,9.6,24.36,0.074,26.36,21.75,2.41,518.0,1.171,19.478,5.7,6.5,33.54
2024_Q4,2024,4,72.74741,19.42088,block_1_3,0.1492,-0.0449,0.1628,0.5019,12.1,1.64,0.913,6.1,11.04,0.05,26.55,23.51,2.14,552.3,1.156,0.0,0.0,14.51,31.03
2024_Q4,2024,4,72.63426,19.11072,block_0_2,0.2081,-0.0873,0.159,0.4476,10.5,1.48,0.875,6.29,16.75,0.073,28.25,25.41,2.9,541.1,1.21,0.0,0.0,26.17,32.34
2024_Q4,2024,4,72.86449,19.38022,block_2_3,0.1575,-0.0001,0.1977,-0.4488,19.1,1.85,0.906,4.74,12.68,0.05,25.79,21.75,2.58,565.9,1.247,9.019,9.02,11.19,31.77
2024_Q4,2024,4,72.8852,19.44221,block_2_4,0.1486,-0.1297,0.1579,-0.3262,8.0,3.99,0.917,4.83,10.95,0.05,28.51,23.68,2.68,567.3,1.483,11.389,11.39,18.14,33.69
2024_Q4,2024,4,72.86044,19.33599,block_2_3,0.2094,-0.064,0.1836,-0.4038,44.9,3.6,0.891,5.63,14.56,0.06,28.74,24.3,2.71,497.9,1.462,8.455,6.5,7.5,32.47
2024_Q4,2024,4,72.85595,19.5472,block_2_4,0.2075,-0.0764,0.1649,-0.4433,15.7,7.48,0.901,6.72,12.67,0.093,29.35,25.6,2.53,507.4,1.314,8.648,8.65,28.06,33.76
2024_Q4,2024,4,72.89595,19.34947,block_2_3,0.1452,-0.0533,0.1984,-0.4548,71.2,6.31,0.933,3.66,8.9,0.05,27.14,24.06,2.3,500.6,1.419,12.225,9.68,11.47,31.69
2024_Q4,2024,4,73.0885,18.85397,block_4_0,0.249,0.0049,0.1517,-0.4928,6.4,1.88,0.854,8.98,19.0,0.09,25.59,22.36,1.69,589.1,0.789,30.883,17.37,21.09,32.53
2024_Q4,2024,4,72.94419,18.88747,block_2_0,0.2104,-0.0938,0.183,-0.3573,13.3,2.37,0.928,3.88,9.52,0.05,27.07,22.42,2.5,524.3,1.346,15.836,10.58,12.6,32.6
2024_Q4,2024,4,72.73748,19.42582,block_1_3,0.2296,-0.0622,0.1607,0.3895,10.9,2.46,0.785,10.82,28.88,0.106,27.01,22.79,2.81,528.0,1.276,0.0,0.0,15.43,30.62
2024_Q4,2024,4,73.0972,19.38293,block_4_3,0.2207,-0.0809,0.1532,-0.3777,14.3,6.83,0.875,5.71,17.01,0.05,27.51,22.93,0.93,485.1,1.284,33.462,21.87,26.71,33.58
2024_Q4,2024,4,73.08099,19.19041,block_4_2,0.1617,-0.0459,0.1701,-0.3387,14.0,1.56,0.819,8.06,24.71,0.074,26.24,22.53,1.8,506.7,1.244,31.153,15.1,18.25,32.87
2024_Q4,2024,4,73.0849,19.01852,block_4_1,0.0846,0.0005,0.1849,-0.5337,11.2,1.8,0.848,7.06,20.71,0.064,26.78,22.84,2.73,526.9,1.236,31.023,11.12,13.27,32.75
2024_Q4,2024,4,73.05475,18.98277,block_3_1,0.1848,-0.0067,0.177,-0.4621,13.7,2.25,0.868,3.23,19.1,0.05,27.18,23.4,1.05,533.5,1.197,27.745,8.6,10.13,34.64
2024_Q4,2024,4,73.0797,19.24451,block_4_2,0.1596,-0.0666,0.2078,-0.3477,10.2,6.45,0.812,11.6,24.43,0.103,27.39,22.61,1.31,552.0,0.948,31.189,14.92,18.03,34.7
2024_Q4,2024,4,72.80365,18.93748,block_1_0,0.1177,0.0907,0.1841,-0.4676,12.4,3.86,0.805,12.28,25.31,0.121,26.53,22.59,2.32,500.6,1.367,1.237,1.24,17.82,31.17
2024_Q4,2024,4,73.08027,19.15446,block_4_2,0.1848,-0.0236,0.1483,-0.4147,10.4,1.1,0.796,12.0,26.73,0.098,25.89,21.52,1.63,503.6,0.92,30.965,15.94,19.3,33.05
2024_Q4,2024,4,73.04175,19.21266,block_3_2,0.2291,-0.0546,0.1732,-0.4764,20.2,7.58,0.903,6.02,12.65,0.071,26.98,22.58,2.67,514.1,1.217,27.103,11.59,13.86,32.9
2024_Q4,2024,4,72.94507,19.44367,block_2_4,0.1835,-0.0591,0.1793,-0.438,13.8,2.11,0.863,9.5,17.39,0.096,26.85,24.74,1.8,522.4,1.481,17.68,17.68,22.05,33.85
2024_Q4,2024,4,73.13103,19.17338,block_4_2,0.2639,-0.1729,0.1538,-0.3607,11.9,5.81,0.915,5.83,10.8,0.064,27.64,24.09,1.7,524.1,1.35,36.354,19.52,23.78,32.85
2024_Q4,2024,4,72.9504,19.33862,block_2_3,0.2435,-0.1068,0.2078,-0.3257,74.7,6.75,0.918,3.4,11.34,0.05,27.51,22.43,1.47,524.2,1.361,17.909,11.56,13.83,32.59
2024_Q4,2024,4,73.06988,19.32193,block_3_3,0.2353,-0.1344,0.1757,-0.3515,17.2,5.39,0.932,4.2,8.79,0.05,27.04,23.65,1.69,579.0,1.168,30.402,16.69,20.24,31.82
2024_Q4,2024,4,72.68322,19.14256,block_0_2,0.2166,-0.0522,0.2073,0.4137,10.5,2.63,0.895,5.47,14.03,0.064,28.19,24.34,3.05,542.4,1.342,0.0,0.0,20.68,31.34
2024_Q4,2024,4,72.77741,19.28922,block_1_3,0.6118,-0.1983,0.1954,0.3418,14.0,3.82,0.922,3.0,10.78,0.05,25.59,21.24,2.92,460.2,1.006,0.0,0.0,2.66,25.09
2024_Q4,2024,4,72.70439,19.2837,block_0_3,0.2564,-0.1317,0.1937,0.4373,11.4,1.3,0.951,3.19,6.39,0.05,27.87,22.16,2.99,479.0,1.053,0.0,0.0,10.2,29.28
2024_Q4,2024,4,72.87224,19.43306,block_2_3,0.2084,-0.0408,0.1753,-0.415,11.8,1.1,0.934,3.0,9.06,0.05,27.76,23.25,1.37,523.6,1.196,9.999,10.0,16.6,32.7
2024_Q4,2024,4,72.82046,18.93649,block_1_0,0.1183,0.126,0.1719,-0.4571,15.6,6.12,0.788,15.68,26.6,0.162,26.29,22.43,2.36,502.4,1.333,2.998,3.0,16.26,31.11
2024_Q4,2024,4,72.91459,19.34664,block_2_3,0.1237,-0.0685,0.1814,-0.4379,78.3,8.45,0.827,9.8,22.81,0.073,28.85,24.79,2.42,562.3,1.148,14.174,10.98,13.1,34.9
2024_Q4,2024,4,73.11053,19.4277,block_4_3,0.1525,-0.0431,0.1096,-0.4511,6.8,2.14,0.872,4.66,17.92,0.061,28.86,25.57,0.69,536.1,1.338,35.002,25.48,31.22,37.19
2024_Q4,2024,4,72.86281,19.09923,block_2_1,0.122,0.136,0.1415,-0.4863,29.1,4.38,0.726,17.46,35.52,0.225,25.6,21.34,1.64,479.1,1.027,7.957,5.24,5.92,32.64
2024_Q4,2024,4,73.08565,19.16171,block_4_2,0.1347,-0.0654,0.1318,-0.4173,16.3,4.14,0.894,3.0,15.16,0.05,26.54,21.38,1.97,484.4,1.216,31.553,16.14,19.55,31.66
2024_Q4,2024,4,72.94329,19.30786,block_2_3,0.1985,-0.1237,0.1998,-0.4424,154.8,14.34,0.935,3.0,8.88,0.05,26.91,21.84,2.17,564.2,1.265,17.065,8.79,10.36,31.44
2024_Q4,2024,4,72.88895,19.2106,block_2_2,0.7405,-0.2984,0.1605,-0.4094,272.5,24.35,0.94,6.08,6.96,0.083,27.02,23.18,3.01,517.2,1.415,11.053,2.45,2.44,27.0
2024_Q4,2024,4,72.74683,19.49497,block_1_4,0.2319,-0.0582,0.1775,0.4213,15.4,4.64,0.899,6.22,13.15,0.079,31.2,26.25,3.12,525.7,1.464,0.0,0.0,22.35,34.92
2024_Q4,2024,4,72.68181,19.43959,block_0_4,0.2394,-0.1764,0.1293,0.5313,10.6,1.2,0.882,6.9,15.43,0.083,25.08,21.25,2.83,476.8,1.17,0.0,0.0,19.85,27.51
2024_Q4,2024,4,72.73649,19.52686,block_1_4,0.1642,-0.0279,0.1324,0.5309,17.5,2.45,0.798,9.02,27.66,0.087,28.03,24.14,3.01,538.8,1.31,0.0,0.0,26.05,32.33
2024_Q4,2024,4,73.11072,19.24436,block_4_2,0.206,-0.1693,0.1413,-0.4425,6.4,1.22,0.911,3.0,12.5,0.05,26.38,22.73,1.82,512.3,1.11,34.445,17.5,21.25,32.45
2024_Q4,2024,4,72.96093,19.2622,block_3_2,0.1723,-0.0249,0.1559,-0.3542,210.2,20.89,0.871,7.11,17.1,0.069,25.97,21.7,3.65,480.3,0.993,18.773,6.19,7.11,30.42
2024_Q4,2024,4,72.70433,18.96838,block_0_1,0.1612,0.0681,0.1668,0.4201,18.0,2.55,0.848,4.06,21.8,0.063,27.19,22.72,2.41,568.6,1.217,0.0,0.0,27.07,32.46
2024_Q4,2024,4,72.68365,19.30008,block_0_3,0.2877,-0.073,0.1549,0.5259,12.5,1.1,0.871,8.94,16.45,0.072,29.8,26.58,1.85,556.5,1.335,0.0,0.0,12.22,33.91
2024_Q4,2024,4,72.8924,19.39193,block_2_3,0.1991,-0.0397,0.1807,-0.4474,24.2,2.75,0.852,5.4,20.68,0.062,26.61,22.49,1.73,553.3,1.058,11.987,11.76,14.08,32.08
2024_Q4,2024,4,72.72625,19.15203,block_1_2,0.1538,0.016,0.1903,0.5089,12.8,3.11,0.789,13.0,27.48,0.093,25.75,22.79,3.14,520.9,1.013,0.0,0.0,16.15,30.03
2024_Q4,2024,4,73.04919,19.42644,block_3_3,0.1748,-0.1449,0.1704,-0.3681,16.5,3.48,0.975,3.0,2.7,0.05,27.97,24.52,2.24,539.6,1.273,28.558,22.24,27.18,32.7
2024_Q4,2024,4,73.00785,19.20357,block_3_2,0.1131,0.0631,0.1749,-0.4714,59.5,6.86,0.851,8.47,19.63,0.076,29.39,26.48,1.41,542.8,1.343,23.516,8.84,10.43,36.7
2024_Q4,2024,4,73.00829,19.13516,block_3_2,0.1592,-0.0449,0.1651,-0.457,27.2,4.68,0.888,3.49,15.96,0.05,27.07,22.14,2.58,554.7,1.111,23.346,11.36,13.57,33.49
2024_Q4,2024,4,72.97577,19.16755,block_3_2,0.2634,-0.089,0.1794,-0.424,112.5,12.37,0.867,9.02,16.93,0.09,26.87,23.21,1.52,509.0,1.399,20.033,7.72,9.03,31.41
2024_Q4,2024,4,73.07963,19.12312,block_4_2,0.1993,-0.0174,0.1747,-0.5167,11.7,1.57,0.83,5.73,23.98,0.05,24.98,21.26,1.98,543.2,1.122,30.799,15.35,18.56,32.66
